,asin,reviewerName,reviewText,overall,summary,post_neg,original_title,overview
287,B000H0X79O,ralphieboy,Jim Gaffigan (to me) is one of the greatest comedians of all time. Everything this guy does cracks me up.If I could give it 10 stars I would,5,WOOO!!!,1,Django Unchained,With the help of a German bounty hunter a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.
288,B000H0X79O,Raymond L. Richards,Didn't find the comedians hilarious but the comedians we watched had some good material that my wife and I found funny.,3,Good to watch when you need a laugh.,0,The Hunchback of Notre Dame,When Quasi defies the evil Frollo and ventures out to the Festival of Fools the cruel crowd jeers him. Rescued by fellow outcast the gypsy Esmeralda Quasi soon finds himself battling to save the people and the city he loves.
289,B000H0X79O,Ray Shiva,Funny interesting a great way to pass time. I usually enjoy standup comedy and is this is a good show for me.,4,Worth watching!,1,The Emperor's New Groove,Kuzco is a self-centered emperor who summons Pacha from a village and to tell him that his home will be destroyed to make room for Kuzco's new summer home. Kuzco's advisor Yzma tries to poison Kuzco and accidentally turns him into a llama who accidentally ends up in Pacha's village. Pacha offers to help Kuzco if he doesn't destroy his house and so they form an unlikely partnership.
290,B000H0X79O,READER,I loved the variety of comics for just the right amount of time. I can watch one just about anywhere on my Kindle.,5,EXCELLENT NO BRAINER ENTERTAINMENT,1,The Expendables 2,Mr. Church reunites the Expendables for what should be an easy paycheck but when one of their men is murdered on the job their quest for revenge puts them deep in enemy territory and up against an unexpected threat.
291,B000H0X79O,Reading Rabbit,It's a great opportunity to check out comedians I've never heard of some I liked and some not so much.,4,Funny stuff,1,National Treasure,Modern treasure hunters led by archaeologist Ben Gates search for a chest of riches rumored to have been stashed away by George Washington Thomas Jefferson and Benjamin Franklin during the Revolutionary War. The chest's whereabouts may lie in secret clues embedded in the Constitution and the Declaration of Independence and Gates is in a race to find the gold before his enemies do.
292,B000H0X79O,R. Hemsen,Lots of laughs. Only watched the episodes from Rob Riggle and Shane Mauss but both were funny. Looking forward to giving the others a shot since these are short at only thirty minutes or so,4,Funny stuff,1,Eragon,In his homeland of Alagaesia a farm boy happens upon a dragon's egg -- a discovery that leads him on a predestined journey where he realized he's the one person who can defend his home against an evil king.
293,B000H0X79O,Ricardo Fitipaldi,Witty Clean and  super funny comedy that the whole family can enjoy.  I just wish that all Brian's shows were available.,5,LOL,1,Where the Wild Things Are,Max imagines running away from his mom and sailing to a far-off land where large talking beasts -- Ira Carol Douglas the Bull Judith and Alexander -- crown him as their king play rumpus build forts and discover secret hideaways.
294,B000H0X79O,richyrich,ha ah ha ahhha ahahaha haha ahah ahahaah hahahahah hahahahhaahhahaaha hahaha hahaha ahahaha hahahah hahah hahah hahah hahaha hahhahah TEE HEE,5,disease,1,Epic,A teenager finds herself transported to a deep forest setting where a battle between the forces of good and the forces of evil is taking place. She bands together with a rag-tag group characters in order to save their world -- and ours.
295,B000H0X79O,Robert E. Jackson,I love Brian Regan. He's funny because everybody can relate to what he talks about and doesn't need to resort to bad language and dirty stories to make people laugh. I have yet to find a comedian that's as good as he is.,5,real comedy,1,The Tourist,"American tourist Frank (Johnny Depp) meets mysterious British woman Elsie (Angelina Jolie) on the train to Venice. Romance seems to bud but there's more to her than meets the eye. Remake of the 2005 French film ""Anthony Zimmer"" written and directed by Jérôme Salle."
296,B000H0X79O,Russell Foszcz TTEE,I just LOVE Kathleen Madigan! Of all the comedians in the series she stands above and beyond the rest in the funny-bone department!,5,Comedy Central is the BEST!,1,End of Days,On December 28th 1999 the citizens of New York City are getting ready for the turn of the millennium. However the Devil decides to crash the party by coming to the city inhabiting a man's body and searching for his chosen bride a 20-year-old woman named Christine York. The world will end and the only hope lies within an atheist called Jericho Cane.
297,B000H0X79O,Sandra Dalton,Loved the Clinton jokes that's all I have to say don't have anything else to say say say say say,5,Politically funny,1,Blood Diamond,An ex-mercenary turned smuggler. A Mende fisherman. Amid the explosive civil war overtaking 1999 Sierra Leone these men join for two desperate missions: recovering a rare pink diamond of immense value and rescuing the fisherman's son conscripted as a child soldier into the brutal rebel forces ripping a swath of torture and bloodshed countrywide.
298,B000H0X79O,Seamus,It's good I used to watch it as a kid was good to watch again older as an adult b,5,Rating,1,The Wolf of Wall Street,A New York stockbroker refuses to cooperate in a large securities fraud case involving corruption on Wall Street corporate banking world and mob infiltration. Based on Jordan Belfort's autobiography.
299,B000H0X79O,Sherri Warden,You can't go wrong with this stand up comedian! He is a class act with a unique quality to him. One of my favorite aspects is I can have my children in the room and not worry about them overhearing anything inappropriate or vulgar. Definitely would recommend to others!,5,Jim Gaffigan,1,Batman Forever,The Dark Knight of Gotham City confronts a dastardly duo: Two-Face and the Riddler. Formerly District Attorney Harvey Dent Two-Face believes Batman caused the courtroom accident which left him disfigured on one side. And Edward Nygma computer-genius and former employee of millionaire Bruce Wayne is out to get the philanthropist; as The Riddler. Former circus acrobat Dick Grayson his family killed by Two-Face becomes Wayne's ward and Batman's new partner Robin.
300,B000H0X79O,stephanie koran,bought the single episode that was supposed to be dane cook but it's someone completely different. very unhappy.the only reason i bought it was for dane cook and the preview even showed it was him.,1,sucks,0,Starship Troopers,"Set in the future the story follows a young soldier named Johnny Rico and his exploits in the Mobile Infantry. Rico's military career progresses from recruit to non-commissioned officer and finally to officer against the backdrop of an interstellar war between mankind and an arachnoid species known as ""the Bugs""."
301,B000H0X79O,Stephie,Some of the acts are funnier than others... It's okay if you have nothing better to watch. It's okay. its free.,3,Ok,0,Cloud Atlas,A set of six nested stories spanning time between the 19th century and a distant post-apocalyptic future. Cloud Atlas explores how the actions and consequences of individual lives impact one another throughout the past the present and the future. Action mystery and romance weave through the story as one soul is shaped from a killer into a hero and a single act of kindness ripples across centuries to inspire a revolution in the distant future.  Based on the award winning novel by David Mitchell. Directed by Tom Tykwer and the Wachowskis.
302,B000H0X79O,Suzanne Casey,I recommend Comedy Central Stand Up because the selected comedians were really funny - found myself laughing out loud even with my headset on !,5,Funniest stuff,1,Legend of the Guardians: The Owls of Ga'Hoole,Soren a young barn owl is kidnapped by owls of St. Aggie's ostensibly an orphanage where owlets are brainwashed into becoming soldiers. He and his new friends escape to the island of Ga'Hoole to assist its noble wise owls who fight the army being created by the wicked rulers of St. Aggie's. The film is based on the first three books in the series.
303,B000H0X79O,Techvisitor Computer Repair,Was not funny to my taste. Stopped watching after 5 minutes. Was mostly acoustic singing with some dry humor. Bland.,1,boring. slightly funny,0,Catwoman,"Liquidated after discovering a corporate conspiracy mild-mannered graphic artist Patience Phillips washes up on an island where she's resurrected and endowed with the prowess of a cat -- and she's eager to use her new skills ... as a vigilante. Before you can say ""cat and mouse"" handsome gumshoe Tom Lone is on her tail."
304,B000H0X79O,Testlight,Jim Gaffigan never fails to entertain. One of the funniest comedians of this generation. Highly recommended. Guaranteed to make your day.,5,Fun for the whole Family!,1,Hercules,Fourteen hundred years ago a tormented soul walked the earth that was neither man nor god. Hercules was the powerful son of the god king Zeus for this he received nothing but suffering his entire life. After twelve arduous labors and the loss of his family this dark world-weary soul turned his back on the gods finding his only solace in bloody battle. Over the years he warmed to the company of six similar souls their only bond being their love of fighting and presence of death. These men and woman never question where they go to fight or why or whom just how much they will be paid. Now the King of Thrace has hired these mercenaries to train his men to become the greatest army of all time. It is time for this bunch of lost souls to finally have their eyes opened to how far they have fallen when they must train an army to become as ruthless and blood thirsty as their reputation has become.
305,B000H0X79O,"The Brookster ""super mom""",To be honest with you I am not familiar with most of these comedians however that did not matter at all. I multi- tasked.  Cooking and laughing at the same time.  I wonder how many calories I burned?  Seriously if you want to laugh non-stop by all means watch Comedy Central.  You won't regret it.,5,FUNNY WITH A CAPITAL F,1,Treasure Planet,"When space galleon cabin boy Jim Hawkins discovers a map to an intergalactic ""loot of a thousand worlds"" a cyborg cook named John Silver teaches him to battle supernovas and space storms. But soon Jim realizes Silver is a pirate intent on mutiny!"
306,B000H0X79O,Tiger,Each comedian has their own style but most all seasons had one or two who had me laughing to tears. I highly recommend the whole series.,5,Funny,1,Land of the Lost,On his latest expedition Dr. Rick Marshall is sucked into a space-time vortex alongside his research assistant and a redneck survivalist. In this alternate universe the trio make friends with a primate named Chaka their only ally in a world full of dinosaurs and other fantastic creatures.
307,B000H0X79O,timothy keough,it was very very very funny i laughed and laughed until i stopped laughing brian regan is a hilarious dude,5,Brian Regan rocks,1,The Expendables 3,Barney Christmas and the rest of the team comes face-to-face with Conrad Stonebanks who years ago co-founded The Expendables with Barney. Stonebanks subsequently became a ruthless arms trader and someone who Barney was forced to kill… or so he thought. Stonebanks who eluded death once before now is making it his mission to end The Expendables -- but Barney has other plans. Barney decides that he has to fight old blood with new blood and brings in a new era of Expendables team members recruiting individuals who are younger faster and more tech-savvy. The latest mission becomes a clash of classic old-school style versus high-tech expertise in the Expendables’ most personal battle yet.
308,B000H0X79O,"T. Marie Neville ""SeriouslyFolks""",Each and every video for every season of Comedy Central drags and hangs up. The video stops while audio hums right along. Really really annoying. No other movies or tv shows play this way. I am playing these videos on TV through my Wii system. One video stops altogether and was hung up till the next day. I had to unplug the Wii to  unsung the video but every comedy central still hangs up. Fix this Amazon.,2,Poor quality play,0,Point Break,"A young undercover FBI agent infiltrates a gang of thieves who share a common interest in extreme sports. A remake of the 1991 film ""Point Break""."
309,B000H0X79O,T. McLaughlin,Greg Giraldo is one of the great comedians its nice to see some of his older pre-roast stuff he will be missed,5,Laughing out loud,1,Son of the Mask,"Tim Avery an aspiring cartoonist finds himself in a predicament when his dog stumbles upon the mask of Loki. Then after conceiving an infant son ""born of the mask"" he discovers just how looney child raising can be."
310,B000H0X79O,Todd A. Brownlie,First heard his stand-up on CD when I worked at Borders a few years back.  Sometimes he gets a bit carried away (a lotta comics tend to though) and his comedy comes across dopey yet easy to relate to.  Clean (no naughty words or uncouth situations here!) family-fun comedy (dirty or clean as long as a comedian can deliver to the audience well then he/she is funny in my eyes).,4,Brian Regan,1,In the Heart of the Sea,In the winter of 1820 the New England whaling ship Essex was assaulted by something no one could believe: a whale of mammoth size and will and an almost human sense of vengeance.  The real-life maritime disaster would inspire Herman Melville’s Moby Dick.  But that told only half the story.  “Heart of the Sea” reveals the encounter’s harrowing aftermath as the ship’s surviving crew is pushed to their limits and forced to do the unthinkable to stay alive.  Braving storms starvation panic and despair the men will call into question their deepest beliefs from the value of their lives to the morality of their trade as their captain searches for direction on the open sea and his first mate still seeks to bring the great whale down.
311,B000H0X79O,Tom Morrow,I guess he got funny later in his career.  After 5 min I turned it off.  He spent a lot of time crawling on the ground.,2,Not what I expected from him,0,The Adventures of Pluto Nash,The year is 2087 the setting is the moon. Pluto Nash the high-flying successful owner of the hottest nightclub in the universe finds himself in trouble when he refuses to sell his club to lunar gangster Mogan who just happens to be helping the mysterious Rex Crater mastermind a plan to take over the entire moon.
312,B000H0X79O,tx,it was funny why do I have to put so many words on here for this I mean come on,3,It was funny,0,Green Zone,During the U.S.-led occupation of Baghdad in 2003 Chief Warrant Officer Roy Miller and his team of Army inspectors were dispatched to find weapons of mass destruction believed to be stockpiled in the Iraqi desert. Rocketing from one booby-trapped and treacherous site to the next the men search for deadly chemical agents but stumble instead upon an elaborate cover-up that threatens to invert the purpose of their mission.
313,B000H0X79O,Uncle Dave,I idi not think that it was funny may be it is aimed at a youger audiance I doubt it,2,skip it,0,The Peanuts Movie,Snoopy embarks upon his greatest mission as he and his team take to the skies to pursue their arch-nemesis while his best pal Charlie Brown begins his own epic quest back home.
314,B000H0X79O,Vincent Socci,Comedy Central always does a great job with their stand up comedians.  Sure there will be some comedians that you like more or less than others but all of them will bring a smile to your face.I appreciate that Comedy Central does keep the language controlled especially since so many comedians seem to drop those bombs so frequently. The &#34;bleeps&#34; are annoying but I would rather hear them than the swearing.  I do wish they would keep out some of the indecent topics and references.  I am not expecting wholesome child-friendly comedy but I think we should be able to expect to not be uncomfortable hearing it with friends in the room.Overall I find these quick little stand up sessions to be great entertainment while hanging out with friends or even waiting at the airport.  Thanks Amazon for having these available.,4,Always a great pick me up,1,The Spanish Prisoner,An employee of a corporation with a lucrative secret process is tempted to betray it. But there's more to it than that.
315,B000H0X79O,"West Side Wonder ""Matt""",Brian Regan is a smart comedian who knows you don't have to be dirty to be funny!  Love all of his stuff & have watched it & re-watched it.  He brings sarcastic humor to everyday stuff and his faces and gestures enhance the routine.  All around class act!,5,"Brian Regan - clean, class act!",1,The Mummy Returns,Rick and Evelyn O'Connell along with their 8 year old son Alex discover the key to the legendary Scorpion King's might the fabled Bracelet of Anubis. Unfortunately a newly resurrected Imhotep has designs on the bracelet as well and isn't above kidnapping its new bearer Alex to gain control of Anubis' otherworldly army.
316,B000H0X79O,William Harrell,some of the endings to his songs where not there. but great quality and streamed at a good speed. all an all okl,3,I feel they cut it short,0,Gangs of New York,It's 1863. America was born in the streets. Amsterdam Vallon returns to the Five Points of America to seek vengeance against the psychotic gangland kingpin Bill the Butcher who murdered his father years earlier. With an eager pickpocket by his side and a whole new army Vallon fights his way to seek vengeance on the Butcher and restore peace in the area.
317,B000H0X79O,Woody Muire,Some of the jokes are dated but these are mostly still funny routines.  If you want to laugh for 20 minutes check them out.,4,Comedy blast from the past.,1,The last samurai,A Westerner finds refuge with a group of women in a church during Japan's rape of Nanking in 1937. Posing as a priest he attempts to lead the women to safety.
318,B000H0YRNY,65DGW65,Hate this.  Did not intend to buy it.  Could not return it after the transaction.  One click is great but it's issue is if your connection stalls you may inadvertently buy things you did not intend to buy.  If I could give this negative stars I would.,1,One click is the root of all evil,0,Surf's Up,Cody is a surfing penguin from Shiverpool who dreams of making it big and being like his idol Big Z. On his journey he discovers his talents are not all he thinks they are and he must learn to accept that their is more to surfing than fame and fortune.  Surf's Up is a 2007 American computer-animated mockumentary film produced by Sony Pictures Animation and distributed by Columbia Pictures and ImageWorks Studios. It stars the voices of Shia LaBeouf Jeff Bridges Zooey Deschanel Jon Heder among others.
319,B000H0YRNY,Adina Everett,When I found out his was on Prime I flipped. Danny Phantom was my childhood and still one of my favorite shows. I hadn't seen it in well over 5 years. This seriously made my day and I would recommend Seasons 2 and 3 as well.,5,YES.,1,The Stepford Wives,What does it take to become a Stepford wife a woman perfect beyond belief? Ask the Stepford husbands who've created this high-tech terrifying little town.
320,B000H0YRNY,Al,The kids love this show.,5,Fun show for the kids,1,Black Hawk Down,When U.S. Rangers and an elite Delta Force team attempt to kidnap two underlings of a Somali warlord their Black Hawk helicopters are shot down and the Americans suffer heavy casualties facing intense fighting from the militia on the ground.
321,B000H0YRNY,Allie,I'm sorry but i loved this show when it was on and it's still one of my favorites. xD Yay Danny Phantom!,5,Seriously my favorite xD,1,The Campaign,Two rival politicians compete to win an election to represent their small North Carolina congressional district in the United States House of Representatives.
322,B000H0YRNY,amacoop,My teenage daughter used to watch this show now she is sharing it with her younger brother and sister to occupy themselves during our many snow days home from school!  They get a thrill from spending time with big sis watching a fun show!,4,Kids love it,1,The Fifth Element,In 2257 a taxi driver is unintentionally given the task of saving a young girl who is part of the key that will ensure the survival of humanity.
323,B000H0YRNY,"Amanda ""AnimeGirl""","Unlike the previous manufactured on demand (MOD) using DVD-Rs releases that had been available on Amazon this is an official release by Shout! Factory. The picture and sound on this 4 disc release is great and each disc has 5 episodes on it. Also unlike the MOD release this release has nicer main menus on the discs (the theme song plays while it loops through character images) and each episode has chapters (meaning when you click the next button it doesn't skip the entire episode). Like the MOD release this release has no extras but that won't stop me from buying the seasons 2 and 3 releases though (I love this show and I personally don't care that much if it has no extras/bonus features - extras/bonus features are just that to me an extra/a bonus especially when its only $20 -  but again that's me I know others look at extras/bonus features when making a decision to buy a DVD). The only ""flaws"" I found with this release is that on the inside of the case it lists what episodes are on each disc but it does not list them in the order they actually play on each disc (except disc 2 that one is listed in the same order it actually plays on the disc) and the cover image is from season 2 not 1. Neither of these ""flaws"" affect the great quality of the show or the DVDs of course I just wanted to mention them for those who may care and to give a detailed product review. This set does contain and play all 20 episodes of the first season in the correct order (except #2 and #3 are swapped but it doesn't affect the story or anything). Below is the order the episodes play:1.  Mystery Meat2.  One of a Kind (supposed to be episode 3)3.  Parental Bonding (supposed to be episode 2)4.  Attack of the Killer Garage Sale5.  Splitting Images6.  What You Want7.  Bitter Reunions8.  Prisoners of Love9.  My Brother's Keeper10.  Shades of Gray11.  Fanning the Flames12.  Teacher of the Year13.  ""13""14.  Public Enemies15.  Fright Night16.  Maternal Instinct17.  Lucky in Love18.  Life Lessons19.  The Million Dollar Ghost20.  Control FreaksI hope that helps anyone thinking of buying this great DVD release of this wonderful show!!!",5,Great Show And Great DVD Release!,1,Sex and the City 2,Carrie Charlotte and Miranda are all married now but they're still up for a little fun in the sun. When Samantha gets the chance to visit one of the most extravagant vacation destinations on the planet and offers to bring them all along they surmise that a women-only retreat may be the perfect excuse to eschew their responsibilities and remember what life was like before they decided to settle down.
324,B000H0YRNY,Amazon Customer,great puns and so many blatant clues. it's still hilarious as an adult. always looked for it on Netflix so glad it's on Amazon now.,5,"""Feast on my VENGEANCE!""",1,The Road to El Dorado,"After a failed swindle two con-men end up with a map to El Dorado the fabled ""city of gold"" and an unintended trip to the New World.  Much to their surprise the map does lead the pair to the mythical city where the startled inhabitants promptly begin to worship them as gods.  The only question is do they take the worshipful natives for all they're worth or is there a bit more to El Dorado than riches?"
325,B000H0YRNY,Amazon Customer,My 9 year-old son liked it and I thought it was pretty good also.  Therefore I would recommend it to adults and children.,4,My 9 year-old son liked it.,1,Ice Age: Continental Drift,Manny Diego and Sid embark upon another adventure after their continent is set adrift. Using an iceberg as a ship they encounter sea creatures and battle pirates as they explore a new world.
326,B000H0YRNY,Amazon Customer,My kids and I love this show.Please amazon don't remove this show it is very funny and entertaining can't stop watching it.,5,GREAT SHOW,1,Cinderella,When her father unexpectedly passes away young Ella finds herself at the mercy of her cruel stepmother and her daughters. Never one to give up hope Ella's fortunes begin to change after meeting a dashing stranger in the woods.
327,B000H0YRNY,Amazon Customer,The quality was great and i would watch it over and over.  I recommend this for anyone who loved the show or looking for something new to watch,5,Danny Phantom is awsome,1,The Lovely Bones,After being brutally murdered 14-year-old Susie Salmon watches from heaven over her grief-stricken family -- and her killer. As she observes their daily lives she must balance her thirst for revenge with her desire for her family to heal.
328,B000H0YRNY,Asa Capra,"This is a good DVD for any DP fans but I rather get the BOD releases. Here's the back boxart description:It's a scary good time with the complete first season of Danny Phantom! Cheer Danny on as he battles the school Lunch Lady who transforms into a 50-foot pile of mystery meat help him stop technological ghost master Technus from taking over the world's computers and enter the Ghost Zone with Danny on his quest to...rescue a package? It's a season full of out-of-this-wor'ld adventure at your fingertips!Disc 1:Mystery Meat (Aired April 3 2004)- A 14-year old boy Danny Fenton has recently gained ghostly powers and is still learning to use them. Danny's best friend Sam Manson has convinced the school to change its lunch menu to one that suits her ultra-recyclo-vegetarian tastes thus angering the students and a ghostly lunch lady.One of a Kind  (Aired April 10 2004)- Danny figures out a way to raise his grade while fending off rogue ghost hunter Skulker.Parental Bonding (Aired April 10 2004)- Danny tries his might to ask Paulina out on a date while trying to fend off a ghost dragon at the same time.Attack of the Killer Garage Sale (Aired April 17 2004)- Danny's garage sale to raise money for an outfit goes bust when he has to confront Nicholai Technus the ghost master of technology.*Splitting Images- (Aired April 24 2004)- Danny must deal with a teenage ghost nerd who wants revenge on bullies for what he had to suffer through.Disc 2:What You Want (Aired May 1 2004)- When Danny's best friend Tucker expresses jealousy over his ghost power he gets his wish to have one of his own by ghost genie Desiree but he's slowly succumbing to its ghostly powers.*Bitter Reunions (Aired May 8 2004)- An invite to Jack and Maddie's college reunion goes wrong when Danny meets with another half ghost like himself Vlad Masters.Prisoners of Love (May 15 2004)- Danny gets caught by law enforcer ghost Walker in the ghost zone and sentence to spend 1000 years in prison alongside with his old foes all the while facing the possibility of his parents getting divorced!My Brother's Keeper (Aired June 25 2004)- A new guidance counselor named Penelope Spectra starts a chain reaction of depressed students while Jazz tries to figure out her brother's strange behavior.Shades of Gray (Aired September 24 2004)- An encounter with Danny Phantom and a ghost dog turns Valerie's life upsidedown. Now she swears revenge on Danny and the ghost dog for ruining her life.Disc 3:*Fanning the Flames (Aired October 8 2004)- Ember a rock star ghost uses her music to take over the world. To keep Danny Phantom from interfering with her plans she puts a love spell on him so that Danny falls madly in love with Sam.*Teacher of the Year (Aired October 15 2004)- As Technus invades the contents of an online game Lancer makes sure Danny works hard to pass his grade.""13"" (Aired November 5 2004)- Jazz falls madly in love with a biker unaware he is a ghost sent by his girlfriend Kitty to find a suitable host for her to live in.Public Enemies (Aired October 28 2004)- Walker plans to make Danny Amity Park's public enemy #1 while Danny befriends a ghost wolf named Wulf.*Fright Night (Aired October 29 2004)- Danny and Dash compete to put on the best Halloween exhibit so when Danny reads up in the legend of the Fright Knight he takes his sword only for the Fright Knight to invade Amity Park.Disc 4:Maternal Instincts (Aired February 18 2005)- Maddie wanting to bond with her son takes Danny to a mother/son convention only to be tricked and ending up right in the Rocky Mountains where Vlad suspiciously awaits for them both.Lucky in Love (Aired February 11 2005)- Paulina suddenly has a desire to date Danny after witnessing his secret as the ghost boy much to his joy but things turn sour when Johnny 13 crashes the party.Life Lessons (Aired February 25 2005)- Danny and Valerie hardly get along but unfortunately the two are stuck watching over a flour sack for school while at the same time having to avoid Skulker who is clearly on both their tails.The Million Dollar Ghost (Aired June 3 2005)- Vlad Plasmius sends a million dollar bounty on Danny's head to keep him busy while he steals the Fenton's ghost portal.Control Freaks (Aired June 17 2005)- When Sam hears about the new Goth circus Circus Gothica her overprotective over peppy parents forbid her. She still goes and discovers the ringmaster Freakshow uses a staff that control ghosts and has come to add Danny to his employment.Note: Episodes marked with a * means that the episodes were repeated from the Nick Picks DVD's.5 episodes are repeated on this DVD.Nice DVD for the fans.",5,Good DVD for any DP fans,1,Finding Nemo,Nemo an adventurous young clownfish is unexpectedly taken from his Great Barrier Reef home to a dentist's office aquarium. It's up to his worrisome father Marlin and a friendly but forgetful fish Dory to bring Nemo home -- meeting vegetarian sharks surfer dude turtles hypnotic jellyfish hungry seagulls and more along the way.
329,B000H0YRNY,A.Sanchez,Kept them entertained and I always liked this show good graphics and the kids really really really liked it a lot,5,Awesome!,1,The Lord of the Rings: The Return of the King,Aragorn is revealed as the heir to the ancient kings as he Gandalf and the other members of the broken fellowship struggle to save Gondor from Sauron's forces. Meanwhile Frodo and Sam bring the ring closer to the heart of Mordor the dark lord's realm.
330,B000H0YRNY,A. Steenekamp,"Danny Phantom is one of the best Nick tv shows I have ever seen. I am one of theworlds greatest fans of the series. The story of a forteen year old average simple minded teenage boy with two friends that keeps on being mocked and bullied buy theself appointed ""cool group"" of the other schollars his own age who suddenly gotghost powers by accident because his friends pushed him into going into the ghost portal that didn't function correctly when he accidently whithout noticing pressed the button inside it is brilliant! When you see the ghost that came to life inside him and created the his ghost self it is actually quite clear that he isn't just half-half but two in one. He became two and existed in two forms. His plain ordinary live human self and his live lifeless ghost self with all the powers. There are several episodes as proof of this. The first is the ""Splitting Images""episode when Danny was mistaken for being the bully by Poindexter when he took overDanny's body and drove Danny Phantom through the mirror into his world. When Poindexter got thrown back through the mirror with Danny's body into his own worldDanny tells him ""Now I want my body and my life back!"". The second time is in thecomedy episode of ""Identity Crisis"". When Danny tried to get rid of his ghost self.By using his dad's ghost catcher he seperated his ghost self from his human selfand they both got mad and acted like clowns. Another one is ""The Ultimate Enemy"" When Danny again seperated his ghost self from his human self aswell as Vlad. When Danny did this his ghost self lost all controll over himself and became furious and combined with Vlad's ghost self and since Vlad is evil and seriously wanted to murder Jack aswell as Danny Danny killed his human self. The main reason why I amso mad about this show is because of all the things his ghost self does. All thesuperhero stuff he does and adventures he has in his ghost form and all the natural obstacles he has to deal with everyday as his normal human self. Also ifyou think about it it is quite true that his normal human self will grow up get older and some time somewhere his last hour will come and he will pass away but hisghost self (who actually is also Danny Fenton but is just given a more ghostly likenickname by his human self and also to hide his true identity) will always be there looking and sounding exactly the same as his 14 year old human self becauseghosts never ages because they are lifeless. He'll even be able to attend his ownfuneral. And during the years of his adult life he'll always look like his 14 year old self whenever he goes ghost. He'll always be there for centuries to come along with all the other ghosts of deceased people like Johnny 13 Kitty Desiree Ember Mclain possibly Walker and Technus the Box Ghost etc. These are just some of the reasons why I love this show so much and why I am such a big fan of it.",5,The Teen Ghostboy,1,The Lord of the Rings: The Two Towers,Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli Legolas and Aragorn search for the orc-captured Merry and Pippin. All along nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.
331,B000H0YRNY,A. Wittl,"Of course the biggest problem are the missing episodes. It's NOT the complete first season but seeing as a lot of people already complained about that I won't discuss that in detail. It just makes you feel like you've been cheated. After all the text on the DVD itself lies to you and it isn't really cheap either.Before those DVDs were ""released"" I had bought all episodes in digital form and created my own box-sets. And I have to say I actually still prefer those. The ""design"" of this DVD is just loveless everything seems simply slapped on. Every fan could make a hundred times more appealing one.The quality of the DVDs is decent but strangely enough they don't work on my player. I have a RC2-Player so it sort of figures but it never had problems with any RC1-DVD. It actually opens the DVD and shows the menu (again totally loveless doesn't even have any kind of BG-music) but it won't play the episodes. Huh. Comes with the DVD-on-demand I guess.But I knew about all those points (except for the DVD-player problem) so why did I still buy it? Because I'm a *Phan* that's why. I don't know if Danny Phantom will ever get a real DVD-set so I am glad for every chance I have to get an ""official"" DVD./EDIT: FORGET WHAT I SAID.They changed the set so it now includes ALL EPISODES as advertised!!! THANK YOU SO VERY VERY MUCH.",5,At least something,1,Seventh Son,John Gregory who is a seventh son of a seventh son and also the local spook has protected the country from witches boggarts ghouls and all manner of things that go bump in the night. However John is not young anymore and has been seeking an apprentice to carry on his trade. Most have failed to survive. The last hope is a young farmer's son named Thomas Ward. Will he survive the training to become the spook that so many others couldn't?
332,B000H0YRNY,bea,Came in new packaging Season 1 easy to rate this item my son loves this cartoon. Will buy again from this person.,5,Danny Phatom,1,Lara Croft: Tomb Raider,English aristocrat Lara Croft is skilled in hand-to-hand combat and in the middle of a battle with a secret society. The shapely archaeologist moonlights as a tomb raider to recover lost antiquities and meets her match in the evil Powell who's in search of a powerful relic.
333,B000H0YRNY,binoy modeyl,LIKED IT!,5,Five Stars,1,Transcendence,Two leading computer scientists work toward their goal of Technological Singularity  as a radical anti-technology organization fights to prevent them from creating a world where computers can transcend the abilities of the human brain.
334,B000H0YRNY,Bob Macky,Butch Hartman Does it Again. Amazing Voice Over Actors Very Good Storyline To Follow.What else can a person ask for in animation.,5,Just Like Old Times,1,Jurassic Park III,In need of funds for research Dr. Alan Grant accepts a large sum of money to accompany Paul and Amanda Kirby on an aerial tour of the infamous Isla Sorna. It isn't long before all hell breaks loose and the stranded wayfarers must fight for survival as a host of new -- and even more deadly -- dinosaurs try to make snacks of them.
335,B000H0YRNY,Capo,"So many fans have wanted these for so long it is a sincere pleasure to see that Nickelodeon has finally produced this item for us. ""Danny Phantom"" is probably the most well-written and beautifully-animated series Nick has ever run and I can't wait to get my discs. Thanks Amazon!",5,Danny Phantom DVDs. FINALLY!,1,Rise of the Planet of the Apes,Scientist Will Rodman is determined to find a cure for Alzheimer's the disease which has slowly consumed his father. Will feels certain he is close to a breakthrough and tests his latest serum on apes noticing dramatic increases in intelligence and brain activity in the primate subjects – especially Caesar his pet chimpanzee.
336,B000H0YRNY,"Carmen R. Northcote V ""kai phantom""",I have waited this for months as well as danny's fans.It is like one of my dreams con&iquest;me true.I can't wait to have in my hands(as well as season 2 and 3)Danny Phantom Rocks!!!!!!!!!!,5,Yess! Danny is on DVD,1,The Spiderwick Chronicles,Upon moving into the run-down Spiderwick Estate with their mother twin brothers Jared and Simon Grace along with their sister Mallory find themselves pulled into an alternate world full of faeries and other creatures.
